login,logout,lastseen
1483332155868,1483333959468,1483332155868
1483332156937,1483333959469,1483332156937
1483333962265,-,1483333962265
1483332163922,1483333964470,1483332163922
1483333969992,-,1483333969992
1483332167888,1483333974478,1483332171273
1483333981547,-,1483333981547
1483332179745,1483333984486,1483332179745
1483332188497,1483333989489,1483332188497
1483334002270,-,1483334002270
1483332204625,1483334009501,1483332204625
1483332205092,1483334009501,1483332205092
1483334013016,-,1483334013016
1483332234352,1483334034523,1483332234352
1483334061211,-,1483334061211
1483334062395,-,1483334062395
1483332264326,1483334064546,1483332264326
1483334069368,-,1483334069368
1483332265913,1483334069547,1483332265913
1483334069644,-,1483334069644
1483332277795,1483334079554,1483332277795
1483334082624,-,1483334082624
1483334094374,-,1483334094374
1483332296971,1483334104565,1483332304361
1483332313515,1483334114576,1483332313515
1483334115254,-,1483334115254
1483334125496,-,1483334125496
1483332326101,1483334129590,1483332326101
1483334159321,-,1483334159321
1483332361693,1483334164614,1483332361693
1483334177222,-,1483334177222
1483334181245,-,1483334181245
1483332385872,1483334189629,1483332385872
1483331509249,1483334199636,1483332395908
1483334211407,-,1483334211407
1483334224816,-,1483334224816
1483334231879,-,1483334231879
1483334248495,-,1483334248495
1483332450192,1483334254676,1483332450192
1483332454577,1483334254676,1483332454577
1483334263610,-,1483334263610
1483334274334,-,1483334274334
1483334280011,-,1483334280011
1483334293302,-,1483334293302
1483334308042,-,1483334308042
1483334308935,-,1483334308935
1483334309019,-,1483334309019
1483332507275,1483334309707,1483332507275
1483334310683,-,1483334310683
1483334311075,-,1483334311075
1483334313479,-,1483334313479
1483332521722,1483334324713,1483332521722
1483334329428,-,1483334329428
1483332524728,1483334329715,1483332524728
1483334330211,-,1483334330211
1483334330211,1483334330388,1483334330211
1483334330388,-,1483334330388
1483334346881,-,1483334346881
1483334349636,-,1483334349636
1483332557356,1483334359737,1483332557356
1483334362122,-,1483334362122
1483334367825,-,1483334367825
1483334374308,-,1483334374308
1483334376095,-,1483334376095
1483334376397,-,1483334376397
1483332581123,1483334384752,1483332581123
1483334392125,-,1483334392125
1483334423316,-,1483334423316
1483334445480,-,1483334445480
1483332654576,1483334454813,1483332654576
1483334457069,-,1483334457069
1483334468126,-,1483334468126
1483334472484,-,1483334472484
1483334473758,-,1483334473758
1483332680377,1483334484831,1483332680377
1483332691106,1483334494838,1483332691106
1483332691676,1483334494838,1483332691676
1483333919401,1483334495344,1483333919401
1483334495345,-,1483334495345
1483334499050,-,1483334499050
1483332705559,1483334509847,1483332705559
1483334495345,1483334513411,1483334495345
1483334513411,-,1483334513411
1483332720102,1483334524855,1483332720102
1483332723885,1483334524855,1483332723885
1483332737666,1483334539871,1483332737666
1483334540578,-,1483334540578
1483332744032,1483334544875,1483332744032
1483334544887,-,1483334544887
1483334550654,-,1483334550654
1483334553010,-,1483334553010
1483334562526,-,1483334562526
1483331070510,1483334564890,1483332760770
1483332782755,1483334584902,1483332782755
1483332791784,1483334594912,1483332791784
1483334600267,-,1483334600267
1483334607773,-,1483334607773
1483332805332,1483334609925,1483332805332
1483334610638,-,1483334610638
1483334619529,-,1483334619529
1483334626128,-,1483334626128
1483334626146,-,1483334626146
1483334629674,-,1483334629674
1483332833969,1483334634938,1483332833969
1483334642536,-,1483334642536
1483332840330,1483334644942,1483332840330
1483334650280,-,1483334650280
1483334653850,-,1483334653850
1483332859555,1483334659947,1483332859555
1483334662867,-,1483334662867
1483332861248,1483334664948,1483332861248
1483332875738,1483334679961,1483332875738
1483334686490,-,1483334686490
1483334713016,-,1483334713016
1483334716292,-,1483334716292
1483332918768,1483334719988,1483332918768
1483334722178,-,1483334722178
1483332923767,1483334724990,1483332923767
1483334744870,-,1483334744870
1483334760216,-,1483334760216
1483332965915,1483334770018,1483332965915
1483334772280,-,1483334772280
1483332977375,1483334780026,1483332977375
1483334791796,-,1483334791796
1483334801786,-,1483334801786
1483333005574,1483334810043,1483333005574
1483334813972,-,1483334813972
1483334815871,-,1483334815871
1483333017884,1483334820049,1483333017884
1483333018465,1483334820049,1483333018465
1483334824515,-,1483334824515
1483333023679,1483334825050,1483333023679
1483333024817,1483334825050,1483333024817
1483333659152,1483334825084,1483333659152
1483334825084,-,1483334825084
1483334839329,-,1483334839329
1483334841344,-,1483334841344
1483333043224,1483334845064,1483333043224
1483334849829,-,1483334849829
1483333043219,1483334850064,1483333047512
1483334862804,-,1483334862804
1483333067751,1483334870081,1483333067751
1483334870398,-,1483334870398
1483334876178,-,1483334876178
1483333075637,1483334880086,1483333075637
1483334882414,-,1483334882414
1483333080601,1483334885088,1483333080601
1483334886582,-,1483334886582
1483333097123,1483334900099,1483333097123
1483334911932,-,1483334911932
1483333115108,1483334915109,1483333115108
1483334915944,-,1483334915944
1483334922689,-,1483334922689
1483334926490,-,1483334926490
1483334927932,-,1483334927932
1483334928833,-,1483334928833
1483333128333,1483334930116,1483333128333
1483334940383,-,1483334940383
1483333140633,1483334945123,1483333140633
1483334967618,-,1483334967618
1483333167213,1483334970144,1483333167213
1483334970452,-,1483334970452
1483333179448,1483334980150,1483333179448
1483333181349,1483334985153,1483333181349
1483333192797,1483334995160,1483333192797
1483333199056,1483335000164,1483333199056
1483335001882,-,1483335001882
1483333219272,1483335020183,1483333219272
1483333222994,1483335025184,1483333222994
1483333230588,1483335035188,1483333230588
1483333234870,1483335035188,1483333234870
1483333241259,1483335045196,1483333241259
1483333243286,1483335045196,1483333243286
1483333249452,1483335050201,1483333249452
1483335051321,-,1483335051321
1483333408587,1483335059907,1483333408587
1483335059907,-,1483335059907
1483333266917,1483335070212,1483333266917
1483333278557,1483335080219,1483333278557
1483333278807,1483335085222,1483333281986
1483333280398,1483335085222,1483333280398
1483333287987,1483335090225,1483333287987
1483335102650,-,1483335102650
1483333322829,1483335130255,1483333327264
1483333326126,1483335130255,1483333326126
1483333334901,1483335135257,1483333334901
1483335160558,-,1483335160558
1483333361801,1483335165282,1483333361801
1483335182409,-,1483335182409
1483335197582,-,1483335197582
1483335202289,-,1483335202289
1483333403548,1483335205308,1483333403548
1483335213613,-,1483335213613
1483333417974,1483335220317,1483333417974
1483335225114,-,1483335225114
1483333429019,1483335230322,1483333429019
1483335232278,-,1483335232278
1483333433101,1483335235325,1483333433101
1483335238777,-,1483335238777
1483333436859,1483335240328,1483333436859
1483335249373,-,1483335249373
1483333446391,1483335250330,1483333446391
1483335276287,-,1483335276287
1483335277723,-,1483335277723
1483335291698,-,1483335291698
1483334062395,1483335293758,1483334062395
1483335293758,-,1483335293758
1483335316734,-,1483335316734
1483333542414,1483335345395,1483333542414
1483333542663,1483335345395,1483333542663
1483335356906,-,1483335356906
1483333556577,1483335360403,1483333556577
1483333562300,1483335365406,1483333562300
1483333571580,1483335375410,1483333571580
1483335379994,-,1483335379994
1483333577419,1483335380410,1483333577419
1483333577958,1483335380410,1483333577958
1483333582427,1483335385412,1483333582427
1483335388561,-,1483335388561
1483335405807,-,1483335405807
1483335406059,-,1483335406059
1483333613223,1483335415430,1483333613223
1483335465232,-,1483335465232
1483335491342,-,1483335491342
1483335497332,-,1483335497332
1483333696043,1483335500495,1483333696043
1483335525239,-,1483335525239
1483335528672,-,1483335528672
1483333725610,1483335530513,1483333725610
1483333726861,1483335530513,1483333726861
1483333744737,1483335545529,1483333744737
1483333745117,1483335545530,1483333745117
1483335546994,-,1483335546994
1483333751332,1483335555537,1483333751332
1483333757564,1483335560539,1483333757564
1483335584157,-,1483335584157
1483335587222,-,1483335587222
1483335590391,-,1483335590391
1483333786807,1483335590551,1483333786807
1483333823258,1483335625581,1483333823258
1483333825955,1483335630584,1483333825955
1483335630827,-,1483335630827
1483333833111,1483335635588,1483333833111
1483335654403,-,1483335654403
1483335656917,-,1483335656917
1483335664914,-,1483335664914
1483335677662,-,1483335677662
1483335686909,-,1483335686909
1483335686909,1483335687233,1483335686909
1483335687233,-,1483335687233
1483333890888,1483335695616,1483333890888
1483334791796,1483335696886,1483334791796
1483335696887,-,1483335696887
1483335717675,-,1483335717675
1483333924064,1483335725644,1483333924064
1483335728852,-,1483335728852
1483333927061,1483335730646,1483333927061
1483335736476,-,1483335736476
1483333942072,1483335745656,1483333942072
1483333947530,1483335750659,1483333947530
1483333948649,1483335750659,1483333948649
1483335753374,-,1483335753374
1483335763507,-,1483335763507
1483333962265,1483335765664,1483333962265
1483333969992,1483335770667,1483333969992
1483335783336,-,1483335783336
1483333981547,1483335785675,1483333981547
1483335789089,-,1483335789089
1483334002270,1483335805692,1483334002270
1483334013016,1483335815700,1483334013016
1483335822734,-,1483335822734
1483335828880,-,1483335828880
1483334061211,1483335865736,1483334061211
1483334069368,1483335870738,1483334069368
1483334069644,1483335870739,1483334069644
1483335889501,-,1483335889501
1483335891247,-,1483335891247
1483335896647,-,1483335896647
1483335899393,-,1483335899393
1483335907022,-,1483335907022
1483334115254,1483335915768,1483334115254
1483335921453,-,1483335921453
1483334125496,1483335925773,1483334125496
1483335941746,-,1483335941746
1483335951981,-,1483335951981
1483335955815,-,1483335955815
1483334159321,1483335960795,1483334159321
1483335963253,-,1483335963253
1483335968509,-,1483335968509
1483335973097,-,1483335973097
1483334177222,1483335980803,1483334177222
1483334181245,1483335985805,1483334184454
1483335998084,-,1483335998084
1483334211407,1483336015829,1483334211407
1483335955815,1483336021375,1483335955815
1483336021376,-,1483336021376
1483334224816,1483336025836,1483334224816
1483334231879,1483336035843,1483334231879
1483336036953,-,1483336036953
1483336041216,-,1483336041216
1483336045491,-,1483336045491
1483334248495,1483336050853,1483334248495
1483336063539,-,1483336063539
1483334263610,1483336065863,1483334263610
1483334274334,1483336075867,1483334274334
1483334280011,1483336080870,1483334280011
1483336094791,-,1483336094791
1483336095866,-,1483336095866
1483334293302,1483336095877,1483334293302
1483336098298,-,1483336098298
1483336098298,1483336100000,1483336098298
1483336100000,-,1483336100000
1483336103456,-,1483336103456
1483334308042,1483336110884,1483334308042
1483334308935,1483336110884,1483334308935
1483334309019,1483336110884,1483334309019
1483334310683,1483336110885,1483334310683
1483334311075,1483336115888,1483334311075
1483334313479,1483336120891,1483334316829
1483334329428,1483336130899,1483334329428
1483334330388,1483336130899,1483334330388
1483334346881,1483336150913,1483334346881
1483334349636,1483336155918,1483334354782
1483336162589,-,1483336162589
1483336163827,-,1483336163827
1483334362122,1483336165922,1483334362122
1483334367825,1483336170926,1483334367825
1483334374308,1483336175929,1483334374308
1483334376095,1483336180931,1483334376095
1483334376397,1483336180931,1483334376397
1483334392125,1483336195941,1483334392125
1483336199922,-,1483336199922
1483334423316,1483336225965,1483334423316
1483336233464,-,1483336233464
1483334445480,1483336245978,1483334445480
1483336252442,-,1483336252442
1483334457069,1483336260987,1483334457069
1483334468126,1483336270997,1483334468126
1483334472484,1483336276000,1483334472484
1483334473758,1483336276000,1483334473758
1483334499050,1483336301019,1483334499050
1483336309390,-,1483336309390
1483334513411,1483336316031,1483334513411
1483336322477,-,1483336322477
1483336338930,-,1483336338930
